benchmark,job_n,mc_n,instance_i,name,makespan,method
TA,30,20,7,TA48,2350,Iklassov
TA,30,20,8,TA49,2415,Iklassov
TA,30,20,9,TA50,2392,Iklassov
TA,50,15,0,TA51,3295,Iklassov
TA,50,15,1,TA52,3082,Iklassov
TA,50,15,2,TA53,2944,Iklassov
TA,50,15,3,TA54,2924,Iklassov
TA,50,15,4,TA55,3108,Iklassov
TA,50,15,5,TA56,3201,Iklassov
TA,50,15,6,TA57,3315,Iklassov
TA,50,15,7,TA58,3143,Iklassov
TA,50,15,8,TA59,3100,Iklassov
TA,50,15,9,TA60,3004,Iklassov
TA,50,20,0,TA61,3242,Iklassov
TA,50,20,1,TA62,3309,Iklassov
TA,50,20,2,TA63,3069,Iklassov
TA,50,20,3,TA64,3044,Iklassov
TA,50,20,4,TA65,3256,Iklassov
TA,50,20,5,TA66,3249,Iklassov
TA,50,20,6,TA67,3194,Iklassov
TA,50,20,7,TA68,3040,Iklassov
TA,50,20,8,TA69,3383,Iklassov
TA,50,20,9,TA70,3410,Iklassov
TA,100,20,0,TA71,5769,Iklassov
TA,100,20,1,TA72,5462,Iklassov
TA,100,20,2,TA73,6052,Iklassov
TA,100,20,3,TA74,5510,Iklassov
TA,100,20,4,TA75,5850,Iklassov
TA,100,20,5,TA76,5859,Iklassov
TA,100,20,6,TA77,5677,Iklassov
TA,100,20,7,TA78,5699,Iklassov
TA,100,20,8,TA79,5548,Iklassov
TA,100,20,9,TA80,5383,Iklassov
LA,15,10,0,LA21,1147,Wu
LA,15,10,1,LA22,997,Wu
LA,15,10,2,LA23,1039,Wu
LA,15,10,3,LA24,1015,Wu
LA,15,10,4,LA25,1050,Wu
LA,20,10,0,LA26,1283,Wu
LA,20,10,1,LA27,1353,Wu
LA,20,10,2,LA28,1305,Wu
LA,20,10,3,LA29,1288,Wu
LA,20,10,4,LA30,1395,Wu
LA,30,10,0,LA31,1786,Wu
LA,30,10,1,LA32,1850,Wu
LA,30,10,2,LA33,1720,Wu
LA,30,10,3,LA34,1746,Wu
LA,30,10,4,LA35,1896,Wu
LA,15,15,0,LA36,1357,Wu
LA,15,15,1,LA37,1511,Wu
LA,15,15,2,LA38,1327,Wu
LA,15,15,3,LA39,1343,Wu
LA,15,15,4,LA40,1314,Wu
LA,10,5,0,LA01,666,Wu
LA,15,5,0,LA06,926,Wu
LA,20,5,0,LA11,1222,Wu
LA,10,10,0,LA16,1027,Wu
TA,15,15,0,TA01,1378,SA(50)
TA,15,15,1,TA02,1387,SA(50)
TA,15,15,2,TA03,1391,SA(50)
TA,15,15,3,TA04,1426,SA(50)
TA,15,15,4,TA05,1364,SA(50)
TA,15,15,5,TA06,1392,SA(50)
TA,15,15,6,TA07,1315,SA(50)
TA,15,15,7,TA08,1384,SA(50)
TA,15,15,8,TA09,1587,SA(50)
TA,15,15,9,TA10,1461,SA(50)
TA,20,15,0,TA11,1615,SA(50)
TA,20,15,1,TA12,1642,SA(50)
TA,20,15,2,TA13,1605,SA(50)
TA,20,15,3,TA14,1497,SA(50)
TA,20,15,4,TA15,1652,SA(50)
TA,20,15,5,TA16,1605,SA(50)
TA,20,15,6,TA17,1766,SA(50)
TA,20,15,7,TA18,1644,SA(50)
TA,20,15,8,TA19,1581,SA(50)
TA,20,15,9,TA20,1572,SA(50)
TA,20,20,0,TA21,1930,SA(50)
TA,20,20,1,TA22,1914,SA(50)
TA,20,20,2,TA23,1811,SA(50)
TA,20,20,3,TA24,1931,SA(50)
TA,20,20,4,TA25,1852,SA(50)
TA,20,20,5,TA26,1997,SA(50)
TA,20,20,6,TA27,2116,SA(50)
TA,20,20,7,TA28,1868,SA(50)
TA,20,20,8,TA29,1911,SA(50)
TA,20,20,9,TA30,1895,SA(50)
TA,30,15,0,TA31,2089,SA(50)
TA,30,15,1,TA32,2148,SA(50)
TA,30,15,2,TA33,2228,SA(50)
TA,30,15,3,TA34,2082,SA(50)
TA,30,15,4,TA35,2201,SA(50)
TA,30,15,5,TA36,2154,SA(50)
TA,30,15,6,TA37,2201,SA(50)
TA,30,15,7,TA38,1991,SA(50)
TA,30,15,8,TA39,2123,SA(50)
TA,30,15,9,TA40,2023,SA(50)
TA,30,20,0,TA41,2490,SA(50)
TA,30,20,1,TA42,2355,SA(50)
TA,30,20,2,TA43,2354,SA(50)
TA,30,20,3,TA44,2399,SA(50)
TA,30,20,4,TA45,2421,SA(50)
TA,30,20,5,TA46,2525,SA(50)
TA,30,20,6,TA47,2350,SA(50)
TA,30,20,7,TA48,2279,SA(50)
TA,30,20,8,TA49,2398,SA(50)
TA,30,20,9,TA50,2357,SA(50)
TA,50,15,0,TA51,3444,SA(50)
TA,50,15,1,TA52,3254,SA(50)
TA,50,15,2,TA53,2998,SA(50)
TA,50,15,3,TA54,2989,SA(50)
TA,50,15,4,TA55,3071,SA(50)
TA,50,15,5,TA56,3177,SA(50)
TA,50,15,6,TA57,3248,SA(50)
TA,50,15,7,TA58,3243,SA(50)
TA,50,15,8,TA59,3119,SA(50)
TA,50,15,9,TA60,2977,SA(50)
TA,50,20,0,TA61,3252,SA(50)
TA,50,20,1,TA62,3368,SA(50)
TA,50,20,2,TA63,3095,SA(50)
TA,50,20,3,TA64,3084,SA(50)
TA,50,20,4,TA65,3257,SA(50)
TA,50,20,5,TA66,3264,SA(50)
TA,50,20,6,TA67,3242,SA(50)
TA,50,20,7,TA68,3115,SA(50)
TA,50,20,8,TA69,3487,SA(50)
TA,50,20,9,TA70,3325,SA(50)
TA,100,20,0,TA71,5855,SA(50)
TA,100,20,1,TA72,5531,SA(50)
TA,100,20,2,TA73,6178,SA(50)
TA,100,20,3,TA74,5590,SA(50)
TA,100,20,4,TA75,6000,SA(50)
TA,100,20,5,TA76,5812,SA(50)
TA,100,20,6,TA77,5682,SA(50)
TA,100,20,7,TA78,5732,SA(50)
TA,100,20,8,TA79,5640,SA(50)
TA,100,20,9,TA80,5464,SA(50)
TA,15,15,0,TA01,1378,SA(100)
TA,15,15,1,TA02,1387,SA(100)
TA,15,15,2,TA03,1391,SA(100)
TA,15,15,3,TA04,1426,SA(100)
TA,15,15,4,TA05,1360,SA(100)
TA,15,15,5,TA06,1368,SA(100)
TA,15,15,6,TA07,1315,SA(100)
TA,15,15,7,TA08,1381,SA(100)
TA,15,15,8,TA09,1533,SA(100)
TA,15,15,9,TA10,1461,SA(100)
TA,20,15,0,TA11,1615,SA(100)
TA,20,15,1,TA12,1642,SA(100)
TA,20,15,2,TA13,1556,SA(100)
TA,20,15,3,TA14,1488,SA(100)
TA,20,15,4,TA15,1553,SA(100)
TA,20,15,5,TA16,1599,SA(100)
TA,20,15,6,TA17,1760,SA(100)
TA,20,15,7,TA18,1620,SA(100)
TA,20,15,8,TA19,1581,SA(100)
TA,20,15,9,TA20,1555,SA(100)
TA,20,20,0,TA21,1880,SA(100)
TA,20,20,1,TA22,1871,SA(100)
TA,20,20,2,TA23,1788,SA(100)
TA,20,20,3,TA24,1897,SA(100)
TA,20,20,4,TA25,1842,SA(100)
TA,20,20,5,TA26,1977,SA(100)
TA,20,20,6,TA27,2050,SA(100)
TA,20,20,7,TA28,1866,SA(100)
TA,20,20,8,TA29,1899,SA(100)
TA,20,20,9,TA30,1879,SA(100)
TA,30,15,0,TA31,2081,SA(100)
TA,30,15,1,TA32,2124,SA(100)
TA,30,15,2,TA33,2200,SA(100)
TA,30,15,3,TA34,2082,SA(100)
TA,30,15,4,TA35,2173,SA(100)
TA,30,15,5,TA36,2150,SA(100)
TA,30,15,6,TA37,2149,SA(100)
TA,30,15,7,TA38,1978,SA(100)
TA,30,15,8,TA39,2100,SA(100)
TA,30,15,9,TA40,2004,SA(100)
TA,30,20,0,TA41,2465,SA(100)
TA,30,20,1,TA42,2331,SA(100)
TA,30,20,2,TA43,2342,SA(100)
TA,30,20,3,TA44,2388,SA(100)
TA,30,20,4,TA45,2362,SA(100)
TA,30,20,5,TA46,2489,SA(100)
TA,30,20,6,TA47,2308,SA(100)
TA,30,20,7,TA48,2264,SA(100)
TA,30,20,8,TA49,2395,SA(100)
TA,30,20,9,TA50,2348,SA(100)
TA,50,15,0,TA51,3381,SA(100)
TA,50,15,1,TA52,3225,SA(100)
TA,50,15,2,TA53,2987,SA(100)
TA,50,15,3,TA54,2944,SA(100)
TA,50,15,4,TA55,3057,SA(100)
TA,50,15,5,TA56,3102,SA(100)
TA,50,15,6,TA57,3228,SA(100)
TA,50,15,7,TA58,3223,SA(100)
TA,50,15,8,TA59,3083,SA(100)
TA,50,15,9,TA60,2974,SA(100)
TA,50,20,0,TA61,3236,SA(100)
TA,50,20,1,TA62,3337,SA(100)
TA,50,20,2,TA63,3090,SA(100)
TA,50,20,3,TA64,3066,SA(100)
TA,50,20,4,TA65,3188,SA(100)
TA,50,20,5,TA66,3204,SA(100)
TA,50,20,6,TA67,3203,SA(100)
TA,50,20,7,TA68,3097,SA(100)
TA,50,20,8,TA69,3434,SA(100)
TA,50,20,9,TA70,3313,SA(100)
TA,100,20,0,TA71,5822,SA(100)
TA,100,20,1,TA72,5528,SA(100)
TA,100,20,2,TA73,6142,SA(100)
TA,100,20,3,TA74,5561,SA(100)
TA,100,20,4,TA75,5965,SA(100)
TA,100,20,5,TA76,5782,SA(100)
TA,100,20,6,TA77,5629,SA(100)
TA,100,20,7,TA78,5719,SA(100)
TA,100,20,8,TA79,5622,SA(100)
TA,100,20,9,TA80,5433,SA(100)
TA,15,15,0,TA01,1378,SA(200)
TA,15,15,1,TA02,1386,SA(200)
TA,15,15,2,TA03,1383,SA(200)
TA,15,15,3,TA04,1393,SA(200)
TA,15,15,4,TA05,1345,SA(200)
TA,15,15,5,TA06,1329,SA(200)
TA,15,15,6,TA07,1315,SA(200)
TA,15,15,7,TA08,1380,SA(200)
TA,15,15,8,TA09,1533,SA(200)
TA,15,15,9,TA10,1459,SA(200)
TA,20,15,0,TA11,1579,SA(200)
TA,20,15,1,TA12,1611,SA(200)
TA,20,15,2,TA13,1556,SA(200)
TA,20,15,3,TA14,1484,SA(200)
TA,20,15,4,TA15,1552,SA(200)
TA,20,15,5,TA16,1599,SA(200)
TA,20,15,6,TA17,1711,SA(200)
TA,20,15,7,TA18,1611,SA(200)
TA,20,15,8,TA19,1563,SA(200)
TA,20,15,9,TA20,1555,SA(200)
TA,20,20,0,TA21,1865,SA(200)
TA,20,20,1,TA22,1867,SA(200)
TA,20,20,2,TA23,1786,SA(200)
TA,20,20,3,TA24,1883,SA(200)
TA,20,20,4,TA25,1793,SA(200)
TA,20,20,5,TA26,1932,SA(200)
TA,20,20,6,TA27,2004,SA(200)
TA,20,20,7,TA28,1859,SA(200)
TA,20,20,8,TA29,1845,SA(200)
TA,20,20,9,TA30,1859,SA(200)
TA,30,15,0,TA31,2049,SA(200)
TA,30,15,1,TA32,2065,SA(200)
TA,30,15,2,TA33,2158,SA(200)
TA,30,15,3,TA34,2067,SA(200)
TA,30,15,4,TA35,2146,SA(200)
TA,30,15,5,TA36,2140,SA(200)
TA,30,15,6,TA37,2121,SA(200)
TA,30,15,7,TA38,1961,SA(200)
TA,30,15,8,TA39,2074,SA(200)
TA,30,15,9,TA40,1937,SA(200)
TA,30,20,0,TA41,2429,SA(200)
TA,30,20,1,TA42,2309,SA(200)
TA,30,20,2,TA43,2308,SA(200)
TA,30,20,3,TA44,2346,SA(200)
TA,30,20,4,TA45,2344,SA(200)
TA,30,20,5,TA46,2432,SA(200)
TA,30,20,6,TA47,2259,SA(200)
TA,30,20,7,TA48,2242,SA(200)
TA,30,20,8,TA49,2395,SA(200)
TA,30,20,9,TA50,2321,SA(200)
TA,50,15,0,TA51,3320,SA(200)
TA,50,15,1,TA52,3210,SA(200)
TA,50,15,2,TA53,2933,SA(200)
TA,50,15,3,TA54,2935,SA(200)
TA,50,15,4,TA55,3037,SA(200)
TA,50,15,5,TA56,3068,SA(200)
TA,50,15,6,TA57,3213,SA(200)
TA,50,15,7,TA58,3217,SA(200)
TA,50,15,8,TA59,3007,SA(200)
TA,50,15,9,TA60,2945,SA(200)
TA,50,20,0,TA61,3205,SA(200)
TA,50,20,1,TA62,3299,SA(200)
TA,50,20,2,TA63,3065,SA(200)
TA,50,20,3,TA64,3057,SA(200)
TA,50,20,4,TA65,3150,SA(200)
TA,50,20,5,TA66,3171,SA(200)
TA,50,20,6,TA67,3190,SA(200)
TA,50,20,7,TA68,3071,SA(200)
TA,50,20,8,TA69,3411,SA(200)
TA,50,20,9,TA70,3294,SA(200)
TA,100,20,0,TA71,5813,SA(200)
TA,100,20,1,TA72,5490,SA(200)
TA,100,20,2,TA73,6091,SA(200)
TA,100,20,3,TA74,5537,SA(200)
TA,100,20,4,TA75,5914,SA(200)
TA,100,20,5,TA76,5755,SA(200)
TA,100,20,6,TA77,5585,SA(200)
TA,100,20,7,TA78,5688,SA(200)
TA,100,20,8,TA79,5586,SA(200)
TA,100,20,9,TA80,5421,SA(200)
TA,15,15,0,TA01,1361,VNS(50)
TA,15,15,1,TA02,1361,VNS(50)
TA,15,15,2,TA03,1373,VNS(50)
TA,15,15,3,TA04,1371,VNS(50)
TA,15,15,4,TA05,1333,VNS(50)
TA,15,15,5,TA06,1355,VNS(50)
TA,15,15,6,TA07,1315,VNS(50)
TA,15,15,7,TA08,1366,VNS(50)
TA,15,15,8,TA09,1478,VNS(50)
TA,15,15,9,TA10,1424,VNS(50)
TA,20,15,0,TA11,1611,VNS(50)
TA,20,15,1,TA12,1594,VNS(50)
TA,20,15,2,TA13,1559,VNS(50)
TA,20,15,3,TA14,1492,VNS(50)
TA,20,15,4,TA15,1530,VNS(50)
TA,20,15,5,TA16,1550,VNS(50)
TA,20,15,6,TA17,1661,VNS(50)
TA,20,15,7,TA18,1620,VNS(50)
TA,20,15,8,TA19,1516,VNS(50)
TA,20,15,9,TA20,1532,VNS(50)
TA,20,20,0,TA21,1871,VNS(50)
TA,20,20,1,TA22,1808,VNS(50)
TA,20,20,2,TA23,1796,VNS(50)
TA,20,20,3,TA24,1917,VNS(50)
TA,20,20,4,TA25,1796,VNS(50)
TA,20,20,5,TA26,1940,VNS(50)
TA,20,20,6,TA27,1990,VNS(50)
TA,20,20,7,TA28,1860,VNS(50)
TA,20,20,8,TA29,1882,VNS(50)
TA,20,20,9,TA30,1848,VNS(50)
TA,30,15,0,TA31,2072,VNS(50)
TA,30,15,1,TA32,2125,VNS(50)
TA,30,15,2,TA33,2182,VNS(50)
TA,30,15,3,TA34,2076,VNS(50)
TA,30,15,4,TA35,2178,VNS(50)
TA,30,15,5,TA36,2150,VNS(50)
TA,30,15,6,TA37,2079,VNS(50)
TA,30,15,7,TA38,1974,VNS(50)
TA,30,15,8,TA39,2056,VNS(50)
TA,30,15,9,TA40,2037,VNS(50)
TA,30,20,0,TA41,2465,VNS(50)
TA,30,20,1,TA42,2315,VNS(50)
TA,30,20,2,TA43,2268,VNS(50)
TA,30,20,3,TA44,2318,VNS(50)
TA,30,20,4,TA45,2278,VNS(50)
TA,30,20,5,TA46,2433,VNS(50)
TA,30,20,6,TA47,2269,VNS(50)
TA,30,20,7,TA48,2264,VNS(50)
TA,30,20,8,TA49,2352,VNS(50)
TA,30,20,9,TA50,2359,VNS(50)
TA,50,15,0,TA51,3326,VNS(50)
TA,50,15,1,TA52,3276,VNS(50)
TA,50,15,2,TA53,2994,VNS(50)
TA,50,15,3,TA54,2981,VNS(50)
TA,50,15,4,TA55,3063,VNS(50)
TA,50,15,5,TA56,3117,VNS(50)
TA,50,15,6,TA57,3266,VNS(50)
TA,50,15,7,TA58,3237,VNS(50)
TA,50,15,8,TA59,3015,VNS(50)
TA,50,15,9,TA60,2968,VNS(50)
TA,50,20,0,TA61,3204,VNS(50)
TA,50,20,1,TA62,3329,VNS(50)
TA,50,20,2,TA63,3076,VNS(50)
TA,50,20,3,TA64,3080,VNS(50)
TA,50,20,4,TA65,3190,VNS(50)
TA,50,20,5,TA66,3179,VNS(50)
TA,50,20,6,TA67,3224,VNS(50)
TA,50,20,7,TA68,3114,VNS(50)
TA,50,20,8,TA69,3431,VNS(50)
TA,50,20,9,TA70,3292,VNS(50)
TA,100,20,0,TA71,5848,VNS(50)
TA,100,20,1,TA72,5496,VNS(50)
TA,100,20,2,TA73,6148,VNS(50)
TA,100,20,3,TA74,5556,VNS(50)
TA,100,20,4,TA75,5957,VNS(50)
TA,100,20,5,TA76,5789,VNS(50)
TA,100,20,6,TA77,5677,VNS(50)
TA,100,20,7,TA78,5726,VNS(50)
TA,100,20,8,TA79,5616,VNS(50)
TA,100,20,9,TA80,5445,VNS(50)
TA,15,15,0,TA01,1361,VNS(100)
TA,15,15,1,TA02,1326,VNS(100)
TA,15,15,2,TA03,1330,VNS(100)
TA,15,15,3,TA04,1350,VNS(100)
TA,15,15,4,TA05,1330,VNS(100)
TA,15,15,5,TA06,1355,VNS(100)
TA,15,15,6,TA07,1315,VNS(100)
TA,15,15,7,TA08,1350,VNS(100)
TA,15,15,8,TA09,1458,VNS(100)
TA,15,15,9,TA10,1338,VNS(100)
TA,20,15,0,TA11,1579,VNS(100)
TA,20,15,1,TA12,1532,VNS(100)
TA,20,15,2,TA13,1559,VNS(100)
TA,20,15,3,TA14,1492,VNS(100)
TA,20,15,4,TA15,1530,VNS(100)
TA,20,15,5,TA16,1547,VNS(100)
TA,20,15,6,TA17,1661,VNS(100)
TA,20,15,7,TA18,1571,VNS(100)
TA,20,15,8,TA19,1516,VNS(100)
TA,20,15,9,TA20,1532,VNS(100)
TA,20,20,0,TA21,1867,VNS(100)
TA,20,20,1,TA22,1808,VNS(100)
TA,20,20,2,TA23,1796,VNS(100)
TA,20,20,3,TA24,1880,VNS(100)
TA,20,20,4,TA25,1796,VNS(100)
TA,20,20,5,TA26,1879,VNS(100)
TA,20,20,6,TA27,1990,VNS(100)
TA,20,20,7,TA28,1860,VNS(100)
TA,20,20,8,TA29,1827,VNS(100)
TA,20,20,9,TA30,1816,VNS(100)
TA,30,15,0,TA31,2072,VNS(100)
TA,30,15,1,TA32,2125,VNS(100)
TA,30,15,2,TA33,2134,VNS(100)
TA,30,15,3,TA34,2076,VNS(100)
TA,30,15,4,TA35,2159,VNS(100)
TA,30,15,5,TA36,2112,VNS(100)
TA,30,15,6,TA37,2079,VNS(100)
TA,30,15,7,TA38,1974,VNS(100)
TA,30,15,8,TA39,2041,VNS(100)
TA,30,15,9,TA40,1954,VNS(100)
TA,30,20,0,TA41,2442,VNS(100)
TA,30,20,1,TA42,2277,VNS(100)
TA,30,20,2,TA43,2251,VNS(100)
TA,30,20,3,TA44,2309,VNS(100)
TA,30,20,4,TA45,2278,VNS(100)
TA,30,20,5,TA46,2366,VNS(100)
TA,30,20,6,TA47,2269,VNS(100)
TA,30,20,7,TA48,2227,VNS(100)
TA,30,20,8,TA49,2352,VNS(100)
TA,30,20,9,TA50,2356,VNS(100)
TA,50,15,0,TA51,3287,VNS(100)
TA,50,15,1,TA52,3193,VNS(100)
TA,50,15,2,TA53,2968,VNS(100)
TA,50,15,3,TA54,2961,VNS(100)
TA,50,15,4,TA55,3052,VNS(100)
TA,50,15,5,TA56,3117,VNS(100)
TA,50,15,6,TA57,3243,VNS(100)
TA,50,15,7,TA58,3217,VNS(100)
TA,50,15,8,TA59,2988,VNS(100)
TA,50,15,9,TA60,2940,VNS(100)
TA,50,20,0,TA61,3192,VNS(100)
TA,50,20,1,TA62,3329,VNS(100)
TA,50,20,2,TA63,3033,VNS(100)
TA,50,20,3,TA64,3069,VNS(100)
TA,50,20,4,TA65,3148,VNS(100)
TA,50,20,5,TA66,3166,VNS(100)
TA,50,20,6,TA67,3155,VNS(100)
TA,50,20,7,TA68,3035,VNS(100)
TA,50,20,8,TA69,3410,VNS(100)
TA,50,20,9,TA70,3292,VNS(100)
TA,100,20,0,TA71,5820,VNS(100)
TA,100,20,1,TA72,5496,VNS(100)
TA,100,20,2,TA73,6102,VNS(100)
TA,100,20,3,TA74,5523,VNS(100)
TA,100,20,4,TA75,5911,VNS(100)
TA,100,20,5,TA76,5758,VNS(100)
TA,100,20,6,TA77,5647,VNS(100)
TA,100,20,7,TA78,5724,VNS(100)
TA,100,20,8,TA79,5590,VNS(100)
TA,100,20,9,TA80,5445,VNS(100)
TA,15,15,0,TA01,1361,VNS(200)
TA,15,15,1,TA02,1326,VNS(200)
TA,15,15,2,TA03,1330,VNS(200)
TA,15,15,3,TA04,1343,VNS(200)
TA,15,15,4,TA05,1329,VNS(200)
TA,15,15,5,TA06,1329,VNS(200)
TA,15,15,6,TA07,1304,VNS(200)
TA,15,15,7,TA08,1350,VNS(200)
TA,15,15,8,TA09,1390,VNS(200)
TA,15,15,9,TA10,1338,VNS(200)
TA,20,15,0,TA11,1553,VNS(200)
TA,20,15,1,TA12,1509,VNS(200)
TA,20,15,2,TA13,1539,VNS(200)
TA,20,15,3,TA14,1487,VNS(200)
TA,20,15,4,TA15,1530,VNS(200)
TA,20,15,5,TA16,1543,VNS(200)
TA,20,15,6,TA17,1661,VNS(200)
TA,20,15,7,TA18,1571,VNS(200)
TA,20,15,8,TA19,1507,VNS(200)
TA,20,15,9,TA20,1532,VNS(200)
TA,20,20,0,TA21,1858,VNS(200)
TA,20,20,1,TA22,1781,VNS(200)
TA,20,20,2,TA23,1757,VNS(200)
TA,20,20,3,TA24,1810,VNS(200)
TA,20,20,4,TA25,1796,VNS(200)
TA,20,20,5,TA26,1879,VNS(200)
TA,20,20,6,TA27,1969,VNS(200)
TA,20,20,7,TA28,1808,VNS(200)
TA,20,20,8,TA29,1780,VNS(200)
TA,20,20,9,TA30,1788,VNS(200)
TA,30,15,0,TA31,2026,VNS(200)
TA,30,15,1,TA32,2125,VNS(200)
TA,30,15,2,TA33,2101,VNS(200)
TA,30,15,3,TA34,2066,VNS(200)
TA,30,15,4,TA35,2159,VNS(200)
TA,30,15,5,TA36,2112,VNS(200)
TA,30,15,6,TA37,2060,VNS(200)
TA,30,15,7,TA38,1919,VNS(200)
TA,30,15,8,TA39,2041,VNS(200)
TA,30,15,9,TA40,1915,VNS(200)
TA,30,20,0,TA41,2442,VNS(200)
TA,30,20,1,TA42,2277,VNS(200)
TA,30,20,2,TA43,2216,VNS(200)
TA,30,20,3,TA44,2309,VNS(200)
TA,30,20,4,TA45,2243,VNS(200)
TA,30,20,5,TA46,2366,VNS(200)
TA,30,20,6,TA47,2237,VNS(200)
TA,30,20,7,TA48,2227,VNS(200)
TA,30,20,8,TA49,2352,VNS(200)
TA,30,20,9,TA50,2286,VNS(200)
TA,50,15,0,TA51,3283,VNS(200)
TA,50,15,1,TA52,3160,VNS(200)
TA,50,15,2,TA53,2967,VNS(200)
TA,50,15,3,TA54,2941,VNS(200)
TA,50,15,4,TA55,3026,VNS(200)
TA,50,15,5,TA56,3087,VNS(200)
TA,50,15,6,TA57,3213,VNS(200)
TA,50,15,7,TA58,3176,VNS(200)
TA,50,15,8,TA59,2974,VNS(200)
TA,50,15,9,TA60,2929,VNS(200)
TA,50,20,0,TA61,3192,VNS(200)
TA,50,20,1,TA62,3308,VNS(200)
TA,50,20,2,TA63,3025,VNS(200)
TA,50,20,3,TA64,3009,VNS(200)
TA,50,20,4,TA65,3119,VNS(200)
TA,50,20,5,TA66,3166,VNS(200)
TA,50,20,6,TA67,3155,VNS(200)
TA,50,20,7,TA68,3031,VNS(200)
TA,50,20,8,TA69,3408,VNS(200)
TA,50,20,9,TA70,3292,VNS(200)
TA,100,20,0,TA71,5810,VNS(200)
TA,100,20,1,TA72,5458,VNS(200)
TA,100,20,2,TA73,6032,VNS(200)
TA,100,20,3,TA74,5502,VNS(200)
TA,100,20,4,TA75,5911,VNS(200)
TA,100,20,5,TA76,5694,VNS(200)
TA,100,20,6,TA77,5593,VNS(200)
TA,100,20,7,TA78,5723,VNS(200)
TA,100,20,8,TA79,5547,VNS(200)
TA,100,20,9,TA80,5421,VNS(200)
TA,15,15,0,TA01,1365,NueroLS_ANP(50)
TA,15,15,1,TA02,1369,NueroLS_ANP(50)
TA,15,15,2,TA03,1353,NueroLS_ANP(50)
TA,15,15,3,TA04,1364,NueroLS_ANP(50)
TA,15,15,4,TA05,1356,NueroLS_ANP(50)
TA,15,15,5,TA06,1355,NueroLS_ANP(50)
TA,15,15,6,TA07,1294,NueroLS_ANP(50)
TA,15,15,7,TA08,1332,NueroLS_ANP(50)
TA,15,15,8,TA09,1540,NueroLS_ANP(50)
TA,15,15,9,TA10,1395,NueroLS_ANP(50)
TA,20,15,0,TA11,1608,NueroLS_ANP(50)
TA,20,15,1,TA12,1594,NueroLS_ANP(50)
TA,20,15,2,TA13,1556,NueroLS_ANP(50)
TA,20,15,3,TA14,1494,NueroLS_ANP(50)
TA,20,15,4,TA15,1624,NueroLS_ANP(50)
TA,20,15,5,TA16,1560,NueroLS_ANP(50)
TA,20,15,6,TA17,1745,NueroLS_ANP(50)
TA,20,15,7,TA18,1663,NueroLS_ANP(50)
TA,20,15,8,TA19,1566,NueroLS_ANP(50)
TA,20,15,9,TA20,1531,NueroLS_ANP(50)
TA,20,20,0,TA21,1898,NueroLS_ANP(50)
TA,20,20,1,TA22,1911,NueroLS_ANP(50)
TA,20,20,2,TA23,1793,NueroLS_ANP(50)
TA,20,20,3,TA24,1946,NueroLS_ANP(50)
TA,20,20,4,TA25,1901,NueroLS_ANP(50)
TA,20,20,5,TA26,1925,NueroLS_ANP(50)
TA,20,20,6,TA27,2094,NueroLS_ANP(50)
TA,20,20,7,TA28,1871,NueroLS_ANP(50)
TA,20,20,8,TA29,1915,NueroLS_ANP(50)
TA,20,20,9,TA30,1927,NueroLS_ANP(50)
TA,30,15,0,TA31,2081,NueroLS_ANP(50)
TA,30,15,1,TA32,2120,NueroLS_ANP(50)
TA,30,15,2,TA33,2169,NueroLS_ANP(50)
TA,30,15,3,TA34,2056,NueroLS_ANP(50)
TA,30,15,4,TA35,2149,NueroLS_ANP(50)
TA,30,15,5,TA36,2132,NueroLS_ANP(50)
TA,30,15,6,TA37,2118,NueroLS_ANP(50)
TA,30,15,7,TA38,1933,NueroLS_ANP(50)
TA,30,15,8,TA39,2056,NueroLS_ANP(50)
TA,30,15,9,TA40,1962,NueroLS_ANP(50)
TA,30,20,0,TA41,2430,NueroLS_ANP(50)
TA,30,20,1,TA42,2291,NueroLS_ANP(50)
TA,30,20,2,TA43,2265,NueroLS_ANP(50)
TA,30,20,3,TA44,2303,NueroLS_ANP(50)
TA,30,20,4,TA45,2278,NueroLS_ANP(50)
TA,30,20,5,TA46,2437,NueroLS_ANP(50)
TA,30,20,6,TA47,2281,NueroLS_ANP(50)
TA,30,20,7,TA48,2268,NueroLS_ANP(50)
TA,30,20,8,TA49,2378,NueroLS_ANP(50)
TA,30,20,9,TA50,2332,NueroLS_ANP(50)
TA,50,15,0,TA51,3373,NueroLS_ANP(50)
TA,50,15,1,TA52,3231,NueroLS_ANP(50)
TA,50,15,2,TA53,2983,NueroLS_ANP(50)
TA,50,15,3,TA54,2961,NueroLS_ANP(50)
TA,50,15,4,TA55,3059,NueroLS_ANP(50)
TA,50,15,5,TA56,3078,NueroLS_ANP(50)
TA,50,15,6,TA57,3221,NueroLS_ANP(50)
TA,50,15,7,TA58,3208,NueroLS_ANP(50)
TA,50,15,8,TA59,3015,NueroLS_ANP(50)
TA,50,15,9,TA60,2968,NueroLS_ANP(50)
TA,50,20,0,TA61,3208,NueroLS_ANP(50)
TA,50,20,1,TA62,3322,NueroLS_ANP(50)
TA,50,20,2,TA63,3053,NueroLS_ANP(50)
TA,50,20,3,TA64,3055,NueroLS_ANP(50)
TA,50,20,4,TA65,3209,NueroLS_ANP(50)
TA,50,20,5,TA66,3166,NueroLS_ANP(50)
TA,50,20,6,TA67,3185,NueroLS_ANP(50)
